product_name,start_range,end_range
Restored Bobby Orr Signed Stick c.1970,16030,21350
Darwin Origin of Species 1st Ed Georgian Period Recently Conserved,9870,13020
Monumental Hans Coper Spade Form Empire Period,740,1220
Seiko Grand Seiko Spring Drive,19640,34950
Pristine Le Mans Poster Original 1955 Late Victorian,390,1170
Sand Cast Bronze Relief c.1860,3180,5560
Outstanding Planimeter Measuring Instrument From Private Collection,4140,8240
Venetian Lattimo Glass Bowl 18th Century,7230,14150
Joe DiMaggio Bat Game Used,13480,18820
Monumental WWII German Binoculars Excellent Condition,5520,18340
Magnificent Marklin Tin Train Set Post-War,2320,4950
Scarce Alphonse Mucha Art Nouveau Print Art Deco Period Museum Deaccessioned,3120,7310
1945 Mouton Rothschild c.1970,3040,7090
Unmatched Papier Mache Tray Victorian c.1860,9650,25000
Delicate Aboriginal Boomerang Carved Post-War,6390,22310
Hawaiian Missionaries Stamp,19580,50000
Late Toulouse-Lautrec Moulin Rouge Poster,1610,4340
Exhibited Georgian Tallboy Chest c.1900,11560,25000
Chopard Diamond Earrings Edwardian Era,4410,14110
Matched Pan Am Airlines Poster 1960s c.1840,4160,12000
Unique Olympic Games Stamp Collection c.1970,10840,32050
Candelabrum Bronze Empire Regency Period,350,600
Distinguished Conn 8D French Horn Unrestored,22700,40650
Published Super Bowl I Program,21910,45060
Period Miniature Portrait on Ivory Georgian Period,12140,23320
Fine Frederick Carder Steuben Aurene Art Nouveau Period,4750,12930
Miniature Fijian War Club Carved c.1920,12590,29320
Grand Banjo 5-String Prewar Gibson c.1880,24920,60000
Select Berlin Woolwork Needlepoint,3380,7510
Stephen Shore Uncommon Places,13640,22000
Select Jacobean Court Cupboard c.1800,4850,13390
Choice James Joyce Ulysses 1st Ed Art Deco Period,22280,50000
Chateau Margaux 1990 Museum Deaccessioned,520,1200
Theremin RCA Original,17290,45180
Rare Sevres Porcelain Urn,8200,13390
Original Decoy Shorebird Carved,8920,13690
Certified Vacheron Constantin Patrimony Federal Period Good Condition,20820,60780
Continental Ziegler Mahal Carpet,3020,6220
Vintage Cold War Era Spy Camera Early 20th Century,6550,18610
Crimean War Medal c.1920 Good Condition,8310,20000
Documented Val Saint Lambert Vase c.1900,5060,9060
Authentic Archery Bow Yew Longbow Late Victorian,3540,6950
Published Greek Tetradrachm c.1780 Museum Deaccessioned,13790,29440
Documented Sundial Pocket Brass c.1940,4030,11370
Ansel Adams Yosemite Print,1090,2870
Published Ortelius Theatrum Orbis Page c.1900,1680,3060
Exceptional Realist Portrait c.1800 From Private Collection,33220,87530
Authentic Pele Signed Brazil Shirt c.1780,18590,27760
Unique Onyx Decorative Figure Early 20th Century,9910,29770
Exceptional Rookwood Art Pottery Vase Late Victorian,12110,20200
Night Clock Oil Lamp Italian Edwardian Era Excellent Condition,7850,13510
Antique Edward Weston Pepper Print Unrestored,13550,25850
Exceptional Equestrian Saddle Vintage English Recently Conserved,1900,3400
Whirligig Carved Sailor With Certificate,2690,8130
Period Mercator Projection Original With Provenance,3840,10480
Historic Ashcan School Street Scene c.1780,30440,68930
Impressionist Garden Scene,36250,66650
Remarkable Emilio Pucci Palazzo Pants,14700,35000
Attributed Hank Aaron Home Run Ball From Private Collection,12660,32780
Notable Astrolabe Reproduction Estate Fresh,1050,1970
Unique Wimbledon Championship Trophy Replica Mid-Century,7360,10310
Matched Antique Brass Door Hardware Set,4760,15000
Kosta Boda Art Glass Bowl Unrestored,6570,10110
Miniature Aboriginal Boomerang Carved,18880,30420
Ornate Mid-Century Arco Floor Lamp Edwardian Era,7120,20000
Unique Wilt Chamberlain Jersey 19th Century,1890,3760
Outstanding US Airmail Stamp Collection c.1970,520,880
Buffalo Nickel Proof,49110,100000
Restored Valentino Couture Cape c.1780 Excellent Condition,510,1490
Published Krug Collection 1988,3050,6610
Authentic Soumak Flatweave Bag,8580,16110
Vintage Civil War Officer's Sword Regency Period,7330,13290
Scarce Jaeger-LeCoultre Reverso c.1970,48920,120000
Attributed LEGO Castle Set Vintage 18th Century,6320,15000
Bakhtiari Garden Design Rug Museum Deaccessioned,6820,15630
Colonial Jade Carving,980,1590
Exhibited Whale Oil Lamp Antique c.1780,9430,20000
Provincial Serena Williams Match Racket,1480,3640
Attributed Teddy Ruxpin Working,2190,5620
Original Chrysoprase Brooch,21540,71550
Panerai Luminor Marina,51580,120000
Miniature Lehmann Wind-Up Toy Art Nouveau Period,2610,4080
Magnificent Fortuny Delphos Gown Unrestored,3760,6620
Continental Antique Brass Car Horn c.1840,680,1370
Unmatched Penny Black 1840 Excellent Condition,5600,11940
Unmatched Japanese Kimono Silk Vintage,16270,56850
Slide Rule Collection,7420,24150
Monumental William Eggleston Color Print Regency Period,5230,13340
Vintage Inuit Soapstone Carving Regency Period,5860,16680
Matched Bouillotte Lamp Brass French Post-War,2940,7750
Commodore 64 Complete System,540,770
Museum Quality Baccarat Crystal Wine Glasses c.1950,9790,21570
Art Deco Travel Poster Paris c.1920,5100,8720
Antique Wrought Iron Chandelier c.1800,2340,3950
Published Glass Blown Sculpture,24980,73800
Published Brass Telescope Victorian c.1860,4230,14010
Exceptional Art Deco Silver Cocktail Shaker,5910,12400
Original Revenue Stamp Collection,2090,5520
Museum Quality Chopard Alpine Eagle c.1880 Good Condition,53800,120000
Continental Stainless Steel Modern Piece With Certificate,11120,22020
Documented GI Joe Prototype c.1780,7160,14400
Oversized Pewter Miniature Set,28020,63440
Art Nouveau Bronze Table Lamp Belle Epoque,5340,9370
Pristine Audubon Birds Print,6980,18040
Early Wheel Barometer Rosewood Late Victorian Good Condition,2440,5670
Published Marble Bust c.1910,4900,7620
Provenance Wedgwood Jasperware Plaque c.1950,17150,40000
Museum Quality Navajo Chief's Blanket,13120,30000
Early Social Realist Mural Study,16090,39410
Magnificent Antique Decoy Duck Carved c.1900 As Found,840,1890
Museum Quality Indian Mughal Miniature Painting Modernist Period,7970,24450
Vernis Martin Vitrine Display Case c.1780,6200,17630
Carved Limestone Angel,17560,60380
Antique Man Ray Rayograph,11370,30000
Miniature Sporting Gun Cabinet Oak Regency Period Recently Conserved,3760,10470
Ornate Filigree Silver Brooch Post-War,10470,18910
Published Opus One Vertical Collection c.1780 From Private Collection,1320,2320
Rare Irish Silver Sugar Bowl With Provenance,670,2020
Art Nouveau Silver Photo Frame,80,160
Magnificent Falconry Hood Leather Antique,470,1600
Exhibited Weller Sicard Vase Regency Period,7070,24610
Oversized Surveyor's Transit Brass c.1910,3920,10420
Webb Cameo Glass Vase c.1910 Museum Deaccessioned,5260,9850
Period Ukulele Martin Style 5K From Private Collection,16740,34300
Antique WWI Trench Art Vase,2160,5190
Premier Jesse Owens Olympic Photo Signed As Found,18230,50000
Ancient Map Folio Empire Period,4660,14940
Distinguished Loetz Iridescent Art Glass Vase Early 20th Century,2660,6030
Matched Baroque Religious Painting,52450,75170
Scarce Sundial Pocket Brass Post-War,5700,12960
Restored Garden Fountain Tiered Stone,5760,15000
Matched Limestone Garden Balustrade,4020,5790
Continental Mercury Barometer Stick Type 18th Century Recently Conserved,8340,18000
Provenance Jackie Robinson Dodgers Cap c.1840,5360,15640
Grueby Faience Tile As Found,15870,30450
Provincial Finial Cast Iron Roof,210,600
WPA Federal Art Project Poster Art Deco Period,4820,12000
Vintage Mobil Pegasus Neon Sign Estate Fresh,1670,3670
Early Lafite Rothschild 1959 Edwardian Era,5300,7080
Select Astrolabe Reproduction c.1780,2810,8370
Delicate Gouache Street Scene c.1940 From Private Collection,29610,48980
Lafite Rothschild 1959 c.1950 Unrestored,3910,8830
Boer War Medal Group c.1970,9520,20000
Provincial Chinese Export Silver Tea Caddy,6430,9990
Attributed Color Field Painting Large Museum Deaccessioned,19730,27370
Ziegler Mahal Carpet Art Deco Period,4070,12010
Cartier Tank,56300,120000
Sebastiao Salgado Workers Print Early 20th Century,12500,30000
Oversized Transformers G1 Optimus Prime From Private Collection,5610,15000
Certified Renaissance Madonna c.1970,21570,32900
Scarce Chanel Tweed Jacket Vintage 18th Century Estate Fresh,5630,14230
Fine Enamel Dial Dress Watch,6640,11510
Jade Bangle Bracelet,31080,57010
Authentic Globe Celestial Miniature Post-War,3630,8560
Rare Aubusson Tapestry Panel Art Nouveau Period,3550,6760
Provenance Atari Jaguar Console Sealed,3910,5760
Estate Cast Iron Garden Urn Pair Mid-Century,6240,15000
Outstanding Bessarabian Floral Kilim Mid-Century,11570,30000
Miniature LEGO Castle Set Vintage Unrestored,7140,10090
Distinguished Confederate Currency Note,3500,11400
Antique Frederick Carder Steuben Aurene,3370,9290
Attributed Reclaimed Barn Door Good Condition,1430,2010
French Foreign Legion Kepi,8900,19780
Japanese Kimono Silk Vintage Art Nouveau Period,8420,13590
Classic Car Brochure Collection,80,190
Exceptional Op Art Optical Illusion,32230,50570
Scarce Hudson River School Landscape c.1940,55200,122140
Notable Gutenberg Bible Leaf Art Deco Period,15670,47100
Authentic Arts Crafts Pewter Vase Recently Conserved,2460,4090
Exceptional Carriage Clock Brass Repeating c.1900 As Found,1740,2560
Exceptional Sextant Ebony Frame,6500,10880
Magnifying Glass Sterling Handle 18th Century,5590,8880
Choice Maserati Trident Badge Collection,2040,4930
Trestle Refectory Table,10540,25000
Continental KPM Berlin Plaque c.1910,9020,12250
Exceptional Silhouette Portrait Collection Recently Conserved,10860,25000
Certified Incunabulum Leaf 1480s Early 20th Century,8390,12820
Fine Aneroid Barometer Victorian,5810,12650
Revenue Stamp Collection,24440,35190
Miniature Diego Maradona Signed Shirt Art Deco Period,2380,7800
Signed Hermes Birkin Bag Post-War,870,2410
Monumental Antique Kashan Carpet,380,930
Superb Daum Nancy Pate de Verre With Provenance,6700,22200
Pristine Ashanti Gold Weight Bronze c.1910,18740,40000
Oversized Super Bowl I Program c.1840,16870,50000
Select Antique Kashan Carpet c.1800,11360,18590
Haut-Brion 1989 Estate Fresh,11590,19810
Provincial LEGO Castle Set Vintage Mid-Century,2040,3170
Attributed Magnifying Glass Sterling Handle Empire Period,3960,10740
Chanel Tweed Jacket Vintage 18th Century,3210,5020
Provenance Marklin Tin Train Set,2590,5760
Terrestrial Library Globe 18th C Late Victorian With Provenance,4370,10020
Exhibited Hermes Birkin Bag c.1920 Good Condition,9270,31220
Historic Arts & Crafts Oak Settle,10180,25000
Period Rhodes Mark I Stage Piano,27400,60000
Restored Finial Cast Iron Roof Unrestored,150,310
Choice Joe DiMaggio Bat Game Used c.1910,7200,13330
Continental Citizen Chronomaster Post-War,3480,7540
Tag Heuer Monaco Empire Period,26940,75620
Magnificent Antique Weathervane Copper,790,1740
Maxfield Parrish Print Framed c.1930,3700,6150
LEGO Castle Set Vintage c.1780 Unrestored,830,2120
Game Bird Print Set Framed,3570,5510
Certified Antique Celestial Globe c.1960,5120,10400
Outstanding Tin Robot Battery Operated Belle Epoque Estate Fresh,2110,5610
Bernard Leach Charger Early 20th Century,19590,31410
Delicate Star Chart Celestial 1800s Empire Period,4690,11500
Dinky Toys Collection Boxed c.1800,6500,15000
Important Bugatti Radiator Cap c.1780,200,260
Attributed Circus Poster Barnum Bailey Empire Period Good Condition,3050,7810
Oversized Antique Bible Leather Bound,5100,15870
Geological Survey Map Victorian Regency Period,1100,2870
Published Carnival Glass Punch Bowl Set,6490,20050
Delicate Henri Cartier-Bresson Gelatin Print Mid-Century,12800,20820
Herend Figurine Hand Painted,16810,26130
Armillary Sphere Desktop c.1910,5040,9850
Historic Pembroke Drop-Leaf Table c.1820,6880,15090
Exquisite Joe DiMaggio Bat Game Used Post-War Excellent Condition,6820,13490
Magnificent Tavern Sign Iron Bracket,1200,4120
Tang Dynasty Horse Figure c.1960,12130,32180
Secretariat Derby Photo Post-War Recently Conserved,60,180
Miniature Vintage Michelin Man Figure c.1940,1090,1610
Rare Billiard Cue Antique Inlaid,2480,3360
Exquisite Vintage Pucci Silk Dress Regency Period With Provenance,15150,35000
Oversized Stone Lion Garden Statue Pair c.1970,6030,15000
Exceptional Joe DiMaggio Bat Game Used Post-War,19940,50000
Notable Regulator Dial Wristwatch,42980,120000
Pop Art Screen Print,28420,96800
Seed Pearl Collar Necklace With Provenance,8040,14340
Gilt Bronze Candelabra Pair c.1780,4350,9070
Oversized Breguet Classique Estate Fresh,59680,120000
Published Buccellati Silver Bowl,2750,9440
Unique Vintage Tube Amplifier Art Deco Period,980,1340
Delicate Edward Weston Pepper Print Modernist Period With Provenance,3100,7730
Fencing Foil Set Antique Belle Epoque,3080,9710
Matched Garnet Cluster Ring,5640,16240
Original Cabochon Emerald Brooch c.1840,29920,75000
Exquisite Hofner 500/1 Bass Guitar Modernist Period,4110,8490
Ornate Morgan Silver Dollar BU Edwardian Era,38240,90840
Early Concrete Brutalist Form Regency Period,39710,51780
Early Drafting Instrument Set Cased,6550,15000
Historic Oil on Canvas Landscape Estate Fresh,49330,150000
Tolkien Hobbit 1st Ed c.1930 As Found,4580,7550
Outstanding Barber Dime Collection,32490,89600
Monumental Social Realist Mural Study Mid-Century,62540,150000
Late Art Deco Travel Poster Paris c.1900,3000,6920
Regulator Dial Wristwatch Early 20th Century From Private Collection,54450,120000
Exceptional Zuni Fetish Carving Collection Empire Period,960,2260
Antique WWII Propaganda Poster Modernist Period,140,440
Certified Barograph Recording Aneroid c.1820,720,2050
Premier Star Wars Vintage Figures Set Estate Fresh,1730,5600
Art Deco Diamond Ring Art Nouveau Period With Certificate,17480,40810
Early Macintosh 128K Original,5900,14320
Attributed Cheval Mirror Mahogany c.1940,160,370
Unmatched Maserati Trident Badge Collection Edwardian Era Unrestored,1400,2850
Whirligig Carved Sailor c.1880,460,1100
Fairy Lamp Clarke's Patent,980,2070
Monumental Breguet Classique Regency Period,7390,23510
Cassandre Normandie Poster Art Nouveau Period,320,1080
Thorens TD-124 Turntable c.1950,9200,23460
Unique Kilim Flatweave Runner c.1880,9420,16960
Superb Revolutionary War Musket c.1910,2640,9180
Estate Tiffany Favrile Glass Vase As Found,5410,11950
Notable Chinese Scholar's Rock,16020,38830
Magnificent Fairy Lamp Clarke's Patent c.1970,9800,18280
Grand Tribal Caucasian Kazak Rug Regency Period,2770,8200
Choice Chinese Cash Coin Collection Late Victorian,6720,21540
Rare Bobby Orr Signed Stick,760,1480
1909-S VDB Lincoln Penny,42150,94540
Outstanding Gouache Street Scene Belle Epoque,62280,149260
Choice Thai Bronze Buddha Seated 19th Century,29420,60000
Certified Daum Nancy Pate de Verre c.1880,9060,25000
Unmatched Terra Cotta Garden Planter Large Federal Period,640,1220
Authentic Pocket Globe George III Era,5170,12000
Sand Cast Bronze Relief,510,1740
Backgammon Set Leather Vintage c.1800,1480,2350
Choice Art Deco Illustrated Novel Post-War Good Condition,15190,20230
Published Super Bowl I Program c.1840,14080,37190
Oversized Bobby Orr Signed Stick c.1800,24510,50000
Estate Agatha Christie Signed First Edition c.1970,11060,21600
Terrestrial Library Globe 18th C,4050,12000
Delicate Chinese Chippendale Mirror Museum Deaccessioned,1240,2580
Notable Lionel Standard Gauge Train c.1860,6270,8690
Fine Helmut Newton Fashion Print Early 20th Century,13000,30000
Unmatched Matchbox Lesney Collection Art Deco Period,160,490
Outstanding Val Saint Lambert Vase,2820,7220
Balloon Clock Edwardian Museum Deaccessioned,5880,13230
Art Deco Silver Cocktail Shaker,2120,6100
Remarkable Taper Stick Silver Georgian,4570,10110
Patek Philippe Calatrava c.1950,51240,79550
Published Staffordshire Spaniel Pair c.1860 With Certificate,14620,39760
Miniature Beatles Concert Poster Original As Found,5450,8510
Fine Venetian Lattimo Glass Bowl,8230,11380
Kinetic Metal Sculpture 19th Century,1540,3620
Miniature Victorian Porch Brackets Pair Unrestored,6160,11550
Qing Dynasty Famille Rose Bowl c.1840,3240,10070
Remarkable Thematic Space Collection Art Deco Period Recently Conserved,14120,26760
